15um				
/Hugo/2014/07012014/Gate Freq swp a			Power=100dBm	
	0V		20V	
f	Amp	Phase	Amp	Phase
5284300000	-60.9400543	-54.7559598	-60.8992024	-50.7503716
5284310000	-60.6053185	-54.1759054	-60.4567837	-50.8895743
5284320000	-60.2918445	-53.4736112	-60.1502781	-50.5562355
5284330000	-60.0379552	-53.4190667	-59.8606166	-49.1800845
5284340000	-59.7234091	-52.6859159	-59.501113	-49.7755165
5284350000	-59.4055436	-51.8369665	-59.1566911	-48.7410945
5284360000	-58.9913725	-50.974509	-58.9289509	-48.0882424
5284370000	-58.6396565	-50.9220897	-58.4904045	-47.5216736
5284380000	-58.3184332	-50.0862905	-58.1381525	-47.0588308
5284390000	-57.8711406	-49.8384197	-57.6757751	-46.2600743
5284400000	-57.4408003	-48.7080366	-57.2758568	-45.5362547
5284410000	-57.0248999	-48.2336644	-56.7879803	-44.5652044
5284420000	-56.6009975	-47.2436157	-56.3340804	-44.2588594
5284430000	-56.1052457	-46.5133415	-55.8755552	-43.3466439
5284440000	-55.5554218	-45.5960159	-55.308639	-41.9062392
5284450000	-55.0411386	-44.4936655	-54.7823181	-40.782447
5284460000	-54.4341209	-43.433774	-54.2412236	-39.3855742
5284470000	-53.8645341	-41.8959869	-53.550735	-38.1523353
5284480000	-53.2190006	-40.553467	-52.892784	-36.7813988
5284490000	-52.5047249	-38.8679093	-52.1541618	-34.8012921
5284500000	-51.7162944	-36.9963812	-51.3722203	-32.9197151
5284510000	-50.8991425	-34.5946632	-50.5646032	-30.3749757
5284520000	-50.0153058	-31.8360513	-49.6184695	-27.372573
5284530000	-49.0450077	-28.2933959	-48.6241962	-23.7964086
5284540000	-47.9795848	-24.2473436	-47.5627729	-19.4877258
5284550000	-46.849377	-19.1434972	-46.3799375	-13.5631799
5284560000	-45.6321384	-12.1276601	-45.1461098	-5.72662511
5284570000	-44.446044	-3.4518373	-43.9767475	4.21458231
5284580000	-43.3303301	8.39478823	-43.026232	16.4613934
5284590000	-42.5766498	22.7924162	-42.4319339	32.0014519
5284600000	-42.3931214	38.91452	-42.5004305	47.6622844
5284610000	-42.8583021	54.2375403	-43.1425365	62.0430043
5284620000	-43.7763556	67.0458201	-44.197242	74.1124525
5284630000	-44.9133399	77.1522946	-45.3892384	83.4363531
5284640000	-46.1120413	84.9335304	-46.5879138	90.4910579
5284650000	-47.3026896	90.9179116	-47.7412776	95.8099108
5284660000	-48.3990504	95.7614883	-48.8105563	100.361046
5284670000	-49.4045623	99.4173548	-49.8671404	103.724259
5284680000	-50.3451434	102.161301	-50.6939117	106.444707
5284690000	-51.1857191	104.871926	-51.5796123	108.623396
5284700000	-51.9832017	106.789427	-52.2869499	110.782368
5284710000	-52.6899298	108.777355	-53.0829523	112.517113
5284720000	-53.4176984	110.29703	-53.7383299	114.068807
5284730000	-54.0613731	111.772601	-54.2911622	115.349859
5284740000	-54.6797206	112.985498	-54.9084422	116.320951
5284750000	-55.1874429	114.27207	-55.4256454	117.752767
5284760000	-55.6841169	115.202394	-55.9801675	118.190911
5284770000	-56.2285061	116.021884	-56.4358477	119.452655
5284780000	-56.7014064	116.479833	-56.9770589	120.079223
5284790000	-57.1630118	117.640964	-57.2911952	120.899154
5284800000	-57.5752709	118.390649	-57.8266444	121.665437
5284810000	-57.9907586	119.149152	-58.1700308	122.191816
5284820000	-58.3703383	119.420297	-58.5832968	123.558247
5284830000	-58.7385657	120.32698	-58.888524	123.203711
5284840000	-59.0694982	120.89109	-59.2725214	124.18417
5284850000	-59.4711987	121.278187	-59.6076227	124.263533
5284860000	-59.6919466	122.199595	-59.9690459	125.420921
5284870000	-60.1092096	122.434952	-60.1666798	124.90887
5284880000	-60.4077818	122.632375	-60.5638973	126.001775
5284890000	-60.788495	123.353075	-60.8315199	126.169677
5284900000	-60.96657	123.90441	-61.1775986	126.455756
5284910000	-61.2357003	124.147293	-61.3281131	127.61197
5284920000	-61.5029639	124.380405	-61.7375385	127.792054
5284930000	-61.7743993	125.290428	-61.8947861	127.897667
5284940000	-62.0773861	125.880177	-62.1502282	128.271297
5284950000	-62.3144052	125.522096	-62.488371	128.716396
5284960000	-62.522368	126.640756	-62.6594318	128.591151
5284970000	-62.8753559	126.954842	-63.0015431	129.259122
5284980000	-62.9352799	127.447964	-63.0877494	129.298211
5284990000	-63.2525705	127.249535	-63.3709421	130.1812
5285000000	-63.3909476	127.268304	-63.545677	131.070955
5285010000	-63.7110251	127.216682	-63.7937709	131.269914
5285020000	-63.8375137	127.882734	-63.9217803	131.262117
5285030000	-63.9751373	128.687594	-64.1876675	131.466962
5285040000	-64.3239223	128.037719	-64.3884392	131.558979
5285050000	-64.5004029	129.909876	-64.4860886	132.372344
5285060000	-64.5682157	129.821016	-64.7865661	132.197796
5285070000	-64.768953	129.388421	-64.9419936	131.827767
5285080000	-64.9259183	129.523153	-65.0465302	133.006236
5285090000	-65.0470895	130.642902	-65.0635723	132.794689
5285100000	-65.2542246	130.734181	-65.5614875	134.135993
5285110000	-65.4737976	130.950343	-65.6297227	133.759542
5285120000	-65.6422485	132.018261	-65.8724669	134.428347
5285130000	-65.9698904	131.183571	-65.8448399	134.959841
5285140000	-66.1517305	131.807679	-66.1528471	134.550988
5285150000	-66.115186	130.860419	-66.2451001	134.953563
5285160000	-66.210733	132.267872	-66.3954468	135.325018
5285170000	-66.474242	132.98761	-66.6319855	135.19658
5285180000	-66.6833753	133.300544	-66.8000543	136.884666
5285190000	-66.845016	132.205814	-66.73559	136.284969
5285200000	-66.9883191	134.11392	-67.007032	137.024736
5285210000	-67.1172523	132.584765	-67.076864	136.39577
5285220000	-67.0674502	133.122097	-67.299781	137.291193
5285230000	-67.4793607	133.983162	-67.4927865	137.799785
5285240000	-67.2615548	134.324912	-67.5636435	136.177947
5285250000	-67.5865718	135.430089	-67.6790399	137.308507
5285260000	-67.7492114	133.460386	-67.8019645	137.801469
5285270000	-67.6783619	135.906943	-67.9929169	138.530449
5285280000	-67.9398708	135.581746	-68.2008717	137.978285
5285290000	-68.3108891	136.28222	-68.1348943	139.185833
5285300000	-68.3402011	135.684892	-68.4489286	137.974474
5285310000	-68.5874451	135.616335	-68.3657525	139.130815
5285320000	-68.6492748	137.336904	-68.4771821	137.655396
5285330000	-68.6634662	137.430762	-68.7315559	140.335642
5285340000	-68.6365708	138.564263	-68.805592	139.627062
5285350000	-68.7570569	136.867104	-68.9223988	142.058321
5285360000	-68.8980672	137.394316	-68.9581815	142.139187
5285370000	-69.0728684	138.241086	-69.2637956	140.37222
5285380000	-69.0869061	137.146228	-69.4528033	142.158308
5285390000	-69.3663721	138.278172	-69.396863	141.283489
5285400000	-69.4530265	139.050148	-69.5711662	141.473411
5285410000	-69.4040402	139.39606	-69.5989928	141.308131
5285420000	-69.6429315	138.522604	-69.7822429	141.894941
5285430000	-69.7697316	139.248339	-69.8706014	143.889589
5285440000	-69.9025288	139.679009	-69.8861694	142.432956
5285450000	-69.8448881	139.366826	-70.130551	144.08255
5285460000	-69.8558087	141.037522	-70.3679349	143.949709
5285470000	-69.9977784	139.914224	-70.1929816	142.727177
5285480000	-70.4520239	141.21442	-70.4174613	144.931863
5285490000	-70.4668773	139.404443	-70.3024082	143.75008
5285500000	-70.6125227	139.630676	-70.5108939	142.258417
5285510000	-70.4650644	139.812799	-70.4643077	144.581453
5285520000	-70.5997917	140.119323	-70.6406399	143.63154
5285530000	-70.8943275	140.601199	-70.6107372	144.554206
5285540000	-70.7080588	141.945594	-70.8349947	146.550052
5285550000	-70.8410629	143.060376	-71.0395429	144.53825
5285560000	-70.7055687	140.740039	-70.8569472	146.285464
5285570000	-70.9336398	140.118569	-71.2012171	145.791595
5285580000	-70.9866212	142.73751	-71.14595	146.158322
5285590000	-71.2712841	140.285294	-71.4282344	146.474995
5285600000	-71.5265107	144.381022	-71.4679852	146.402934
5285610000	-71.6849458	143.871939	-71.3676926	147.748555
5285620000	-71.7581699	143.708554	-71.7169136	146.942754
5285630000	-71.6136449	144.853469	-71.6673036	147.548602
5285640000	-71.9882187	144.290891	-71.6166145	146.680582
5285650000	-71.9336533	143.376517	-71.7935061	148.66736
5285660000	-72.3220922	144.583017	-72.082353	148.606699
5285670000	-71.9579076	145.444535	-71.858517	148.128268
5285680000	-72.1374746	144.916917	-71.9940721	145.930811
5285690000	-72.0549827	145.36095	-72.0415783	148.102105
5285700000	-72.0060277	145.066615	-72.0867589	149.728445
5285710000	-72.1437597	146.496475	-72.4008285	147.670971
5285720000	-72.6516207	146.342876	-72.3993666	149.567256
5285730000	-72.2555733	146.307644	-72.2088092	146.920521
5285740000	-72.5278827	145.366767	-72.2647252	151.062476
5285750000	-72.7029834	147.107552	-72.4093932	150.519371
5285760000	-72.7768983	145.972774	-72.8592536	150.619069
5285770000	-72.618353	148.044713	-72.9055903	150.130124
5285780000	-72.7778505	142.881045	-72.7598416	150.114964
5285790000	-72.7446257	148.10492	-72.979906	152.218843
5285800000	-73.1552351	147.398153	-73.1012538	152.097065
5285810000	-73.0926243	147.979106	-73.2933735	151.081128
5285820000	-73.0002075	151.195823	-73.3227515	149.951171
5285830000	-73.3015603	148.825173	-73.3496858	148.92081
5285840000	-73.0150567	150.302934	-73.2181417	151.795423
5285850000	-73.1772386	148.366653	-73.3940282	152.752524
5285860000	-73.1182836	148.200744	-73.6936625	148.540726
5285870000	-73.28444	149.848481	-73.674513	150.746038
5285880000	-73.6215991	149.463367	-73.6528786	152.745279
5285890000	-73.5830152	151.41219	-73.4982521	152.810078
5285900000	-73.6318312	150.887702	-73.5215369	153.015478
5285910000	-73.5812924	148.767178	-73.2771623	151.118635
5285920000	-73.6152386	150.46443	-73.6435912	154.400835
5285930000	-73.7638923	150.911958	-74.0389675	152.907149
5285940000	-73.7102812	150.208007	-74.0402536	154.898826
5285950000	-74.0703753	148.791431	-73.8467434	154.475491
5285960000	-73.586339	153.54016	-73.934583	154.066315
5285970000	-74.1705837	149.534967	-74.4417994	153.503352
5285980000	-74.2840548	153.043746	-74.2019544	152.018646
5285990000	-74.3127251	152.136867	-73.9502643	155.077178
5286000000	-74.2163328	151.22111	-74.4793005	152.712146
5286010000	-74.302471	151.970016	-74.2854277	157.019798
5286020000	-74.4146695	153.062767	-74.6932938	154.838128
5286030000	-74.5173147	152.814332	-74.5128789	155.804101
5286040000	-74.5872539	152.868116	-74.6199366	154.928471
5286050000	-75.0536006	156.655996	-74.4435318	157.514958
5286060000	-74.667294	152.754117	-75.0918971	156.699638
5286070000	-74.9109832	153.616067	-74.7423774	157.667216
5286080000	-74.394165	157.206235	-74.8621345	157.162951
5286090000	-75.0256912	153.101369	-75.0813747	159.658894
5286100000	-74.6673225	156.216243	-75.0512187	158.280437
5286110000	-74.7753163	156.160296	-74.9410074	160.718399
5286120000	-74.6988644	156.485888	-75.0018468	156.875274
5286130000	-75.2696848	154.590489	-74.9823262	158.994284
5286140000	-75.4338065	156.870977	-75.1539789	161.373485
5286150000	-75.1013374	154.16954	-75.0637577	161.997671
5286160000	-75.2724966	155.786768	-75.2416266	159.262098
5286170000	-75.2736646	157.132042	-75.1050189	160.260868
5286180000	-75.1271659	154.688606	-75.4870362	160.419264
5286190000	-75.4999382	158.028297	-75.2926816	160.358588
5286200000	-75.3148367	156.775795	-75.449971	158.287962
5286210000	-75.6717912	156.288446	-75.5443287	158.957339
5286220000	-75.6019921	158.111923	-75.4471021	160.450006
5286230000	-75.7587811	157.639242	-75.6883637	160.32512
5286240000	-75.2839615	159.682779	-75.5392197	161.061633
5286250000	-75.3073321	160.363336	-75.8354583	160.177787
5286260000	-76.0500829	159.9169	-75.8186268	160.841093
5286270000	-75.3523521	156.019388	-75.7393258	161.273308
5286280000	-76.0672087	156.109931	-76.1318926	158.177704
5286290000	-76.0593188	158.613398	-75.8346179	163.991561
5286300000	-76.2990038	157.726175	-76.084743	160.142879
5286310000	-76.493298	158.267059	-75.8628539	163.148664
5286320000	-75.9213822	160.387693	-75.8898223	161.658101
5286330000	-75.8730017	160.215054	-76.3724713	161.109153
5286340000	-75.6300237	161.179439	-76.6395865	162.963384
5286350000	-76.2512159	161.310488	-76.2293448	164.396044
5286360000	-75.918045	161.894625	-76.3998288	162.480837
5286370000	-76.117541	157.907786	-76.0461822	164.368847
5286380000	-75.925822	160.90003	-75.7532912	164.170653
5286390000	-76.7807416	160.772721	-76.2390528	166.202339
5286400000	-76.3064217	165.845097	-75.8383437	162.061204
5286410000	-76.3559333	159.729206	-76.0973873	161.870799
5286420000	-76.714293	160.44237	-76.2776542	165.439175
5286430000	-76.5247959	161.882958	-76.5428337	165.698316
5286440000	-77.0361301	167.117924	-76.3492951	163.640055
5286450000	-76.8569914	160.693967	-76.7613799	162.637601
5286460000	-76.5376112	161.614587	-76.8835558	168.225746
5286470000	-76.4890065	160.297374	-76.840582	160.575655
5286480000	-76.5979857	161.945497	-77.1068928	168.871135
5286490000	-76.689009	162.048164	-76.6237152	167.750397
5286500000	-77.0359336	162.885763	-76.6441453	168.210671
5286510000	-77.3511879	161.655727	-76.5407299	167.183372
5286520000	-77.0190656	164.236857	-76.807604	169.938586
5286530000	-77.7231711	166.85624	-77.0930552	166.475532
5286540000	-77.0176159	161.487815	-76.7021974	165.881962
5286550000	-77.3747408	163.602724	-76.7559248	161.041216
5286560000	-77.7021898	165.606084	-77.2019147	168.950124
5286570000	-77.2695666	168.217802	-77.4984606	168.391457
5286580000	-77.0083381	164.207942	-77.5316143	164.730123
5286590000	-77.4344046	166.802816	-77.6623776	168.64891
5286600000	-77.3978125	164.268419	-77.6040569	169.337443
5286610000	-77.1362496	164.234798	-77.2491713	171.886852
5286620000	-77.5525266	167.281844	-77.0651142	170.000805
5286630000	-77.3123289	168.702356	-77.450417	168.67152
5286640000	-77.6335092	165.334426	-78.3181419	171.758483
5286650000	-77.8088606	163.939922	-77.2858517	170.90139
5286660000	-76.9363341	165.926155	-77.5076041	169.635995
5286670000	-77.1879235	166.925046	-77.8071017	169.572002
5286680000	-77.1936131	166.208172	-77.3223188	170.864859
5286690000	-77.2934337	166.939548	-78.4038813	170.677704
5286700000	-77.9553245	168.501808	-77.4434729	174.626858
5286710000	-78.2765032	170.37598	-77.6634871	170.734425
5286720000	-78.0118266	166.379072	-77.5815318	171.790538
5286730000	-78.4462409	167.764243	-77.6768025	171.736899
5286740000	-77.4675218	165.567284	-78.4170825	171.503925
5286750000	-78.462081	169.685156	-78.0939391	171.004646
5286760000	-77.454021	169.168337	-77.6170866	174.106225
5286770000	-77.8561788	171.819769	-78.479138	170.38466
5286780000	-79.0489581	171.711288	-77.5272935	168.237182
5286790000	-78.0576295	166.227129	-78.6766755	170.156334
5286800000	-78.0709553	176.012252	-78.6344932	172.084161
5286810000	-77.9113191	170.112459	-77.9979735	171.252425
5286820000	-78.8288195	168.671703	-78.8654802	171.657203
5286830000	-78.9322247	168.031986	-78.4915532	174.570944
5286840000	-77.8993696	172.900043	-77.9332042	174.486883
5286850000	-78.6881367	170.228653	-78.3147319	179.890901
5286860000	-78.5442092	169.975648	-78.3851667	172.199673
5286870000	-77.949624	169.082948	-78.5356205	173.416006
5286880000	-79.02671	174.25954	-78.3746532	169.172314
5286890000	-78.1999478	173.544511	-78.4833541	172.320392
5286900000	-78.5422393	171.077457	-78.0633536	172.753297
5286910000	-78.5367727	170.835257	-78.5939497	172.817192
5286920000	-78.1793666	169.752731	-78.9075093	171.756853
5286930000	-78.6961077	171.061581	-78.2826064	172.564724
5286940000	-78.8475835	174.582355	-79.0834996	174.005425
5286950000	-79.0739948	168.942323	-79.2251932	175.699521
5286960000	-78.2800698	173.286706	-79.0996052	177.287701
5286970000	-79.0381731	173.275745	-79.2552987	-179.881394
5286980000	-78.8323294	172.823566	-78.7352195	178.381185
5286990000	-78.7325757	167.39841	-78.1585819	178.26903
5287000000	-78.7637773	164.885619	-78.509702	174.11214
5287010000	-79.3304061	170.636303	-78.9504275	179.150902
5287020000	-78.2061135	176.766637	-78.5988588	176.463418
5287030000	-78.5079495	174.232626	-78.7560017	176.499042
5287040000	-79.8319551	177.222398	-79.2245077	175.70218
5287050000	-78.9202517	175.761358	-79.2579496	177.785478
5287060000	-79.3670252	175.801156	-78.9377947	175.411991
5287070000	-79.352737	177.879082	-78.7708467	179.811036
5287080000	-79.0431953	174.101673	-79.2573078	177.499857
5287090000	-79.1095818	177.582567	-79.1287681	-179.346546
5287100000	-79.2950048	178.201757	-80.3467983	-179.649546
5287110000	-79.1839076	173.799314	-79.4282012	-178.110578
5287120000	-78.9005065	174.101582	-79.0920984	-176.280532
5287130000	-79.3749571	171.452611	-79.9013297	-179.330601
5287140000	-79.8369741	179.052952	-79.2222191	-176.434249
5287150000	-80.1331537	175.42831	-79.4774468	-177.62533
5287160000	-79.4444307	172.246441	-79.3439235	-177.109462
5287170000	-79.3519093	174.483768	-79.1689014	-175.723193
5287180000	-79.0562776	-179.855697	-79.5239748	-179.753068
5287190000	-79.5371288	175.808097	-79.4105842	-178.496844
5287200000	-79.8019603	-178.675783	-79.4000744	177.21344
5287210000	-79.1473726	176.470717	-79.3315183	-177.355933
5287220000	-79.9442335	177.514874	-79.1052258	-178.160351
5287230000	-79.4839897	-179.719293	-79.8027744	-177.507574
5287240000	-79.2157127	176.117661	-79.9544185	-176.210639
5287250000	-80.5988951	179.947863	-79.6601867	-177.394232
5287260000	-79.6284359	178.49487	-79.8808335	179.803246
5287270000	-80.1631549	179.099997	-79.4222575	-177.352478
5287280000	-80.2420382	178.950229	-78.5362946	-177.748686
5287290000	-80.2071477	-176.929508	-79.8283522	-176.243881
5287300000	-79.9767132	179.208545	-81.3483397	-175.401562
5287310000	-79.8075917	-175.889224	-80.08039	-176.564521
5287320000	-80.0076863	-179.862066	-80.3283154	-177.288454
5287330000	-80.4151817	179.609259	-79.7885387	-176.366499
5287340000	-80.4993668	-179.224884	-79.196295	-177.764851
5287350000	-80.1569558	-175.517081	-79.8535375	-171.888548
5287360000	-80.1284053	176.89886	-79.2273258	-176.937596
5287370000	-80.1231742	-178.388558	-80.0418146	-176.344975
5287380000	-80.3725063	-170.886288	-80.041209	-175.133605
5287390000	-80.6513188	-174.692311	-79.5419986	-171.333679
5287400000	-80.4443942	-175.658272	-80.0603876	-172.870614
5287410000	-80.9262415	179.995373	-79.9534724	-173.7811
5287420000	-79.9618451	-179.942766	-81.2120566	-174.139737
5287430000	-80.0515851	-174.084226	-79.9287028	-177.953251
5287440000	-81.0783416	-179.071866	-80.0417554	-174.548447
5287450000	-80.5191799	-177.656012	-80.1038923	-169.298769
5287460000	-80.8736446	-174.809763	-80.3123054	-176.053033
5287470000	-81.0465523	-177.273168	-80.288938	-174.211567
5287480000	-80.551922	-177.604787	-80.138317	-174.862283
5287490000	-80.8199514	-173.505356	-80.7094713	-171.37931
5287500000	-80.2654754	-175.068064	-80.0423886	-176.095267
5287510000	-80.7168842	-173.184738	-80.4488526	-170.190809
5287520000	-80.4936166	-175.198053	-79.466067	-168.904611
5287530000	-80.6246455	-177.307284	-80.648697	-171.018309
5287540000	-81.0324834	-174.168144	-80.7706437	-167.971737
5287550000	-80.7965307	-173.933915	-81.1163774	-165.048177
5287560000	-80.7435387	-172.552843	-80.6907221	-170.112792
5287570000	-80.0900129	-176.229495	-80.2819402	-176.100529
5287580000	-81.6257617	-172.02187	-80.6243412	-166.686193
5287590000	-81.5084083	-174.684529	-81.2163404	-174.10858
5287600000	-81.0649971	-178.614236	-80.7421341	-169.61382
5287610000	-80.3972181	-178.343069	-81.1884613	-169.801876
5287620000	-81.5305159	-171.5023	-81.0056624	-168.768945
5287630000	-80.6599938	-169.927705	-80.6356991	-168.321211
5287640000	-80.4378308	-170.68446	-80.7082729	-173.870117
5287650000	-81.2651461	-178.54588	-81.3534645	-171.156694
5287660000	-80.7299597	-170.170145	-80.9324886	-170.547523
5287670000	-81.8003391	-173.359945	-80.2171098	-172.760863
5287680000	-80.8711783	-171.742758	-81.4027601	-171.932165
5287690000	-81.3257763	-171.251593	-80.5967197	-167.538555
5287700000	-80.8318828	-170.817578	-80.9776987	-171.504037
5287710000	-81.2136865	-167.271873	-81.4404148	-165.443553
5287720000	-82.2062218	-167.84735	-82.1052812	-171.855872
5287730000	-81.4111536	-170.188774	-80.5846438	-168.734433
5287740000	-80.6052543	-170.889837	-81.9846944	-158.919432
5287750000	-81.2130824	-177.779291	-81.2547685	-169.937499
5287760000	-81.470065	-172.158479	-81.718933	-165.629428
5287770000	-81.5077666	-165.217382	-81.1240416	-168.144344
5287780000	-81.2183077	-167.203871	-82.0541237	-168.595391
5287790000	-81.5050336	-167.401255	-80.8431052	-169.290152
5287800000	-81.1914721	-170.44021	-80.3971329	-164.168956
5287810000	-80.4128268	-170.579572	-81.8217593	-167.745131
5287820000	-81.0653328	-176.865503	-81.5461116	-158.930302
5287830000	-81.6099634	-168.686334	-80.9151584	-166.319246
5287840000	-82.5497188	-167.152813	-81.7211776	-168.40997
5287850000	-81.0986969	-172.937253	-81.656898	-163.198295
5287860000	-81.1103531	-171.425898	-81.0679588	-169.967909
5287870000	-81.3093053	-162.449805	-81.1074922	-160.070349
5287880000	-81.1644674	-168.805858	-82.1726583	-162.699644
5287890000	-81.1485952	-165.778972	-81.696942	-159.687251
5287900000	-81.4901639	-167.987968	-81.249699	-171.372859
5287910000	-81.3641334	-173.931843	-82.4099587	-162.902679
5287920000	-81.7116783	-168.390439	-81.335006	-165.625694
5287930000	-81.6954506	-169.885225	-81.9370157	-165.065007
5287940000	-81.1925478	-165.71396	-82.047648	-163.475411
5287950000	-82.1319565	-157.834221	-81.7720733	-160.403988
5287960000	-81.7710867	-165.318497	-81.001468	-166.766565
5287970000	-82.3245113	-164.331294	-82.3960345	-167.128084
5287980000	-81.8428748	-168.34665	-83.013188	-164.492382
5287990000	-80.4748067	-164.466144	-81.5224663	-157.511896
5288000000	-81.8276782	-169.97315	-82.0806664	-162.010283
5288010000	-81.965173	-163.682282	-82.2263101	-157.324876
5288020000	-81.8820534	-159.325262	-80.9327063	-160.25471
5288030000	-82.2218279	-163.632866	-82.5801575	-157.765617
5288040000	-81.2994169	-166.545354	-82.6928829	-166.100594
5288050000	-82.1878245	-168.653205	-82.4199606	-163.541647
5288060000	-82.3073966	-160.220804	-82.2226923	-161.300009
5288070000	-82.31334	-159.713066	-81.7997327	-156.550413
5288080000	-83.0788544	-165.45473	-81.7220485	-157.439159
5288090000	-82.006109	-159.765367	-82.1344263	-160.608311
5288100000	-82.1863994	-160.036318	-81.9243518	-161.263166
5288110000	-81.4957268	-167.489863	-82.7473875	-153.293835
5288120000	-81.6324367	-158.922993	-81.9460852	-163.163371
5288130000	-81.3819505	-164.582731	-82.1449139	-159.269477
5288140000	-82.7532351	-162.906236	-81.4270571	-155.849578
5288150000	-81.550868	-164.911606	-82.7719759	-156.603786
5288160000	-82.6491861	-163.409856	-82.4598885	-159.008498
5288170000	-82.5107695	-164.263127	-82.1801635	-164.955192
5288180000	-82.0582757	-162.598844	-81.6077614	-161.135362
5288190000	-82.6813494	-163.737678	-82.5838691	-151.583733
5288200000	-82.9225407	-161.575531	-82.0306592	-156.650037
5288210000	-82.8825344	-165.951929	-82.7742654	-159.056816
5288220000	-82.0319985	-163.76008	-82.231252	-158.408228
5288230000	-83.1165233	-161.440434	-82.3790905	-159.626734
5288240000	-82.2678564	-160.435146	-81.3622451	-157.864314
5288250000	-82.4237929	-148.939384	-82.1764004	-164.463498
5288260000	-82.393092	-158.066681	-83.1131565	-150.460366
5288270000	-81.9822372	-161.300119	-81.9359979	-158.625472
5288280000	-83.3396572	-153.199938	-82.7021966	-150.797676
5288290000	-82.6681277	-152.281321	-81.6550774	-157.944893
5288300000	-81.8803317	-157.709635	-83.2968553	-158.945259
5288310000	-82.6501597	-156.401539	-82.3684921	-158.435463
5288320000	-82.7746959	-155.307756	-82.9166189	-156.41036
5288330000	-82.9376654	-157.381753	-82.8432799	-161.083523
5288340000	-82.7230179	-153.436134	-82.2334874	-148.584891
5288350000	-82.9095315	-154.43331	-82.3665357	-147.88132
5288360000	-83.2595536	-152.493541	-82.2483415	-158.324053
5288370000	-82.3354235	-161.06633	-82.0879702	-144.552241
5288380000	-82.1192427	-154.178569	-83.1742876	-146.124937
5288390000	-83.449444	-157.105902	-81.5682577	-152.509502
5288400000	-83.0026639	-153.934221	-83.1484119	-147.240519
5288410000	-82.2929292	-160.906979	-83.3594021	-148.764865
5288420000	-83.4555711	-150.241006	-82.3055874	-151.668224
5288430000	-83.7998137	-150.482326	-82.1289165	-154.436451
5288440000	-82.4723214	-154.254576	-81.7915892	-152.457775
5288450000	-84.4622685	-159.364369	-83.7365439	-145.2872
5288460000	-83.0733259	-155.038033	-81.9950873	-146.501733
5288470000	-84.2969575	-153.235178	-82.9768524	-154.218232
5288480000	-82.9707914	-151.06524	-82.7783096	-149.633733
5288490000	-82.8172752	-150.903236	-82.6961558	-146.504726
5288500000	-82.6815739	-153.216634	-83.33508	-152.128825
5288510000	-83.1601643	-149.302643	-83.2445909	-153.210501
5288520000	-83.5445381	-155.129735	-83.255455	-146.74906
5288530000	-83.9810399	-146.145364	-83.3863474	-149.933751
5288540000	-83.136763	-154.049479	-82.9022822	-146.319335
5288550000	-83.2428082	-156.70831	-83.2709189	-146.147773
5288560000	-84.3025141	-150.860369	-83.4364626	-147.065882
5288570000	-82.7136705	-161.122704	-82.5469929	-150.001851
5288580000	-83.0719487	-150.685526	-84.1029316	-146.917936
5288590000	-82.6573237	-149.803265	-82.9947462	-146.853218
5288600000	-82.4714674	-154.678593	-84.1019553	-149.862036
5288610000	-83.5303554	-144.792314	-83.1710332	-142.178304
5288620000	-83.1491278	-154.969012	-84.5118376	-151.826669
5288630000	-83.1156295	-148.613872	-83.3931333	-151.691572
5288640000	-82.8253631	-152.669318	-83.4581069	-149.911662
5288650000	-82.9210822	-151.427074	-81.8261346	-151.254416
5288660000	-83.3289854	-147.713077	-83.2640459	-145.190078
5288670000	-83.7997614	-148.013502	-83.7353828	-142.918773
5288680000	-82.2410264	-157.11607	-82.6637117	-132.880983
5288690000	-83.9847215	-150.076695	-84.6275618	-140.441206
5288700000	-82.7771709	-148.606699	-82.6893151	-146.36677
5288710000	-83.2000427	-148.020662	-83.911246	-142.986199
5288720000	-83.4612024	-146.624549	-83.1004271	-150.060287
5288730000	-83.3729478	-146.143179	-83.9647955	-143.803638
5288740000	-83.7676218	-141.203687	-83.2520192	-140.196879
5288750000	-83.7713162	-152.472283	-83.1936054	-144.074765
5288760000	-82.5299591	-148.567961	-82.5794351	-145.221882
5288770000	-83.2368113	-153.940523	-83.2827871	-142.742567
5288780000	-83.1061949	-150.526815	-83.7328821	-148.379528
5288790000	-83.5595415	-140.156914	-82.7831451	-143.675405
5288800000	-83.791428	-145.672643	-83.1632432	-139.560878
5288810000	-83.7592667	-158.862082	-83.395537	-142.560939
5288820000	-84.5869212	-153.335898	-82.550057	-138.611076
5288830000	-83.8889427	-145.427037	-82.8267056	-143.691156
5288840000	-83.1440179	-137.42922	-83.5504398	-142.380806
5288850000	-83.9436839	-155.824662	-83.4896761	-141.183581
5288860000	-84.6250128	-144.646655	-85.1536917	-136.625044
5288870000	-84.4984405	-139.204139	-83.6352366	-143.413292
5288880000	-83.0591664	-144.455555	-84.0913591	-146.7343
5288890000	-82.7205399	-140.934178	-82.9978921	-140.406349
5288900000	-84.5063476	-141.366154	-84.3894973	-142.61535
5288910000	-83.0287568	-143.113028	-83.6038954	-147.078129
5288920000	-84.107336	-147.345057	-83.2169318	-152.060122
5288930000	-83.7568514	-142.792667	-83.8721007	-141.063997
5288940000	-83.7922341	-145.198942	-84.1965777	-150.995348
5288950000	-84.1269751	-148.557932	-82.4849486	-136.880066
5288960000	-83.1632356	-148.85006	-83.124102	-144.318041
